inst#,actual,predicted,error,distribution,,
318,2:neutral,2:neutral,,0.186,*0.715,0.099
319,2:neutral,2:neutral,,0.001,*0.664,0.336
320,2:neutral,1:positive,+,*0.717,0.281,0.002
321,2:neutral,2:neutral,,0.082,*0.9,0.017
322,2:neutral,2:neutral,,0.168,*0.831,0.001
323,2:neutral,3:negative,+,0.328,0.116,*0.556
324,2:neutral,2:neutral,,0.347,*0.652,0.001
325,2:neutral,1:positive,+,*0.618,0.288,0.094
326,2:neutral,1:positive,+,*0.925,0.075,0
327,2:neutral,2:neutral,,0.025,*0.663,0.312
328,2:neutral,2:neutral,,0.09,*0.883,0.027
329,2:neutral,2:neutral,,0.022,*0.968,0.01
330,2:neutral,2:neutral,,0.04,*0.959,0.001
331,2:neutral,2:neutral,,0.043,*0.946,0.011
332,2:neutral,3:negative,+,0.048,0.251,*0.701
333,2:neutral,1:positive,+,*0.682,0.16,0.158
334,2:neutral,2:neutral,,0.062,*0.919,0.019
335,2:neutral,2:neutral,,0.017,*0.895,0.089
336,2:neutral,2:neutral,,0.157,*0.834,0.009
337,2:neutral,2:neutral,,0.005,*0.635,0.36
338,2:neutral,2:neutral,,0.019,*0.971,0.01
339,2:neutral,2:neutral,,0.134,*0.858,0.007
340,2:neutral,2:neutral,,0.4,*0.48,0.12
341,2:neutral,2:neutral,,0.208,*0.76,0.032
342,2:neutral,2:neutral,,0.365,*0.634,0.001
343,2:neutral,1:positive,+,*0.709,0.005,0.286
344,2:neutral,2:neutral,,0.072,*0.927,0.001
345,2:neutral,3:negative,+,0.102,0.045,*0.852
346,2:neutral,1:positive,+,*0.432,0.171,0.397
347,2:neutral,2:neutral,,0.003,*0.868,0.129
348,2:neutral,2:neutral,,0.008,*0.863,0.129
349,2:neutral,2:neutral,,0.014,*0.807,0.179
350,2:neutral,2:neutral,,0.004,*0.954,0.042
351,2:neutral,3:negative,+,0.038,0.025,*0.938
352,2:neutral,2:neutral,,0.029,*0.899,0.072
353,2:neutral,2:neutral,,0.103,*0.597,0.3
354,2:neutral,2:neutral,,0.028,*0.96,0.012
355,2:neutral,2:neutral,,0.002,*0.985,0.013
356,2:neutral,2:neutral,,0.075,*0.91,0.015
357,2:neutral,3:negative,+,0.027,0.388,*0.585
358,2:neutral,2:neutral,,0.083,*0.582,0.335
359,2:neutral,1:positive,+,*0.978,0.003,0.019
360,2:neutral,2:neutral,,0,*0.517,0.483
361,2:neutral,3:negative,+,0.097,0.218,*0.684
362,2:neutral,1:positive,+,*0.764,0.222,0.014
363,2:neutral,3:negative,+,0.027,0.34,*0.633
364,2:neutral,3:negative,+,0.317,0.328,*0.355
365,2:neutral,1:positive,+,*0.768,0.131,0.1
366,2:neutral,2:neutral,,0.021,*0.832,0.147
367,2:neutral,2:neutral,,0.004,*0.993,0.003
368,2:neutral,2:neutral,,0.042,*0.951,0.007
369,2:neutral,3:negative,+,0.039,0.42,*0.541
370,2:neutral,2:neutral,,0.103,*0.891,0.006
371,2:neutral,2:neutral,,0.261,*0.59,0.149
372,2:neutral,1:positive,+,*0.695,0.305,0
373,2:neutral,2:neutral,,0.006,*0.977,0.018
374,2:neutral,2:neutral,,0.413,*0.539,0.048
375,2:neutral,2:neutral,,0.003,*0.99,0.007
376,2:neutral,1:positive,+,*0.707,0.001,0.292
377,2:neutral,1:positive,+,*0.814,0.179,0.007
378,2:neutral,2:neutral,,0.221,*0.772,0.007
379,2:neutral,1:positive,+,*0.853,0.115,0.032
380,2:neutral,2:neutral,,0.395,*0.589,0.017
381,2:neutral,1:positive,+,*0.647,0.343,0.01
382,2:neutral,1:positive,+,*0.594,0.405,0.001
383,2:neutral,2:neutral,,0.011,*0.911,0.079
384,2:neutral,2:neutral,,0.075,*0.552,0.373
385,2:neutral,2:neutral,,0.069,*0.597,0.334
386,2:neutral,2:neutral,,0.138,*0.804,0.058
387,2:neutral,1:positive,+,*0.714,0.168,0.118
388,2:neutral,2:neutral,,0.057,*0.939,0.004
389,2:neutral,2:neutral,,0.003,*0.537,0.46
390,2:neutral,2:neutral,,0.088,*0.845,0.067
391,2:neutral,2:neutral,,0.002,*0.989,0.008
392,2:neutral,2:neutral,,0.023,*0.951,0.026
393,2:neutral,2:neutral,,0.454,*0.473,0.073
394,2:neutral,2:neutral,,0.142,*0.853,0.005
395,2:neutral,1:positive,+,*0.858,0.142,0
396,2:neutral,2:neutral,,0.032,*0.945,0.023
397,2:neutral,1:positive,+,*0.681,0.303,0.016
398,2:neutral,2:neutral,,0.104,*0.867,0.029
399,2:neutral,2:neutral,,0.183,*0.808,0.009
400,2:neutral,1:positive,+,*0.841,0.159,0
401,2:neutral,2:neutral,,0.034,*0.934,0.032
402,2:neutral,2:neutral,,0.043,*0.481,0.476
403,2:neutral,2:neutral,,0.019,*0.959,0.022
404,2:neutral,2:neutral,,0.005,*0.776,0.22
405,2:neutral,2:neutral,,0.178,*0.789,0.032
406,2:neutral,2:neutral,,0.041,*0.958,0.001
407,2:neutral,2:neutral,,0.015,*0.963,0.022
408,2:neutral,2:neutral,,0.099,*0.891,0.009
409,2:neutral,3:negative,+,0.013,0.389,*0.598
410,2:neutral,2:neutral,,0.007,*0.979,0.014
411,2:neutral,2:neutral,,0.029,*0.963,0.008
412,2:neutral,2:neutral,,0.014,*0.954,0.032
413,2:neutral,2:neutral,,0.018,*0.974,0.009
414,2:neutral,2:neutral,,0.026,*0.812,0.163
415,2:neutral,2:neutral,,0.139,*0.849,0.012
416,2:neutral,2:neutral,,0.033,*0.785,0.182
417,2:neutral,2:neutral,,0.054,*0.943,0.002
418,2:neutral,3:negative,+,0.004,0.044,*0.952
419,2:neutral,1:positive,+,*0.367,0.302,0.331
420,2:neutral,2:neutral,,0.479,*0.486,0.035
421,2:neutral,2:neutral,,0.027,*0.961,0.013
422,2:neutral,1:positive,+,*0.805,0.183,0.012
423,2:neutral,2:neutral,,0.026,*0.615,0.359
424,2:neutral,1:positive,+,*0.654,0.016,0.33
425,2:neutral,2:neutral,,0.002,*0.988,0.011
426,2:neutral,3:negative,+,0.004,0.487,*0.509
427,2:neutral,1:positive,+,*0.895,0.105,0
428,2:neutral,2:neutral,,0.022,*0.955,0.022
429,2:neutral,1:positive,+,*0.534,0.464,0.002
430,2:neutral,2:neutral,,0.101,*0.857,0.042
431,2:neutral,2:neutral,,0.454,*0.536,0.009
432,2:neutral,2:neutral,,0.102,*0.838,0.059
433,2:neutral,1:positive,+,*0.816,0.182,0.002
434,2:neutral,2:neutral,,0.287,*0.683,0.03
435,2:neutral,2:neutral,,0.012,*0.831,0.157
436,2:neutral,2:neutral,,0.002,*0.919,0.079
437,2:neutral,1:positive,+,*0.909,0.077,0.014
438,2:neutral,2:neutral,,0.016,*0.979,0.005
439,2:neutral,2:neutral,,0.005,*0.733,0.262
440,2:neutral,2:neutral,,0.095,*0.833,0.072
441,2:neutral,2:neutral,,0.133,*0.794,0.073
442,2:neutral,2:neutral,,0.004,*0.967,0.028
443,2:neutral,2:neutral,,0.021,*0.792,0.187
444,2:neutral,2:neutral,,0.012,*0.829,0.159
445,2:neutral,2:neutral,,0.044,*0.912,0.044
446,2:neutral,2:neutral,,0.144,*0.813,0.043
447,2:neutral,2:neutral,,0.031,*0.883,0.086
448,2:neutral,1:positive,+,*0.534,0.466,0.001
449,2:neutral,2:neutral,,0.008,*0.908,0.084
450,2:neutral,2:neutral,,0.258,*0.741,0.001
451,2:neutral,2:neutral,,0.011,*0.839,0.149
452,2:neutral,2:neutral,,0.297,*0.659,0.045
453,2:neutral,2:neutral,,0.1,*0.889,0.011
454,2:neutral,2:neutral,,0.384,*0.605,0.01
455,2:neutral,3:negative,+,0.33,0.333,*0.337
456,2:neutral,2:neutral,,0.048,*0.896,0.056
457,2:neutral,2:neutral,,0.086,*0.896,0.018
458,2:neutral,2:neutral,,0.128,*0.852,0.02
459,2:neutral,2:neutral,,0.027,*0.951,0.022
460,2:neutral,2:neutral,,0.259,*0.726,0.015
461,2:neutral,2:neutral,,0.009,*0.955,0.036
462,2:neutral,2:neutral,,0.391,*0.547,0.062
463,2:neutral,2:neutral,,0.005,*0.933,0.062
464,2:neutral,2:neutral,,0.028,*0.945,0.026
465,2:neutral,2:neutral,,0.101,*0.57,0.329
466,2:neutral,2:neutral,,0.035,*0.905,0.06
467,2:neutral,2:neutral,,0.357,*0.625,0.018
468,2:neutral,2:neutral,,0.068,*0.889,0.043
469,2:neutral,1:positive,+,*0.883,0.089,0.028
470,2:neutral,2:neutral,,0.089,*0.796,0.115
471,2:neutral,2:neutral,,0.1,*0.871,0.029
472,2:neutral,2:neutral,,0.025,*0.957,0.018
473,2:neutral,2:neutral,,0.307,*0.564,0.129
474,2:neutral,2:neutral,,0.214,*0.704,0.082
475,2:neutral,2:neutral,,0.031,*0.9,0.069
476,2:neutral,2:neutral,,0.019,*0.963,0.018
477,2:neutral,3:negative,+,0.006,0.428,*0.566
478,2:neutral,3:negative,+,0.003,0.343,*0.655
479,2:neutral,2:neutral,,0.17,*0.828,0.003
480,2:neutral,2:neutral,,0.018,*0.978,0.004
481,2:neutral,1:positive,+,*0.517,0.482,0.002
482,2:neutral,2:neutral,,0.038,*0.942,0.02
483,2:neutral,2:neutral,,0.018,*0.982,0
484,2:neutral,2:neutral,,0.312,*0.663,0.026
485,2:neutral,1:positive,+,*0.504,0.492,0.004
486,2:neutral,2:neutral,,0.026,*0.965,0.01
487,2:neutral,2:neutral,,0.012,*0.976,0.012
488,2:neutral,2:neutral,,0.451,*0.544,0.005
489,2:neutral,2:neutral,,0.001,*0.926,0.073
490,2:neutral,3:negative,+,0.282,0.059,*0.66
491,2:neutral,2:neutral,,0,*0.635,0.365
492,2:neutral,2:neutral,,0.078,*0.716,0.206
493,2:neutral,2:neutral,,0.015,*0.722,0.263
494,2:neutral,2:neutral,,0.372,*0.614,0.014
495,2:neutral,2:neutral,,0.012,*0.852,0.135
496,2:neutral,3:negative,+,0.007,0.309,*0.684
497,2:neutral,2:neutral,,0.429,*0.526,0.046
498,2:neutral,2:neutral,,0.258,*0.719,0.023
499,2:neutral,2:neutral,,0.008,*0.943,0.049
500,2:neutral,2:neutral,,0.12,*0.879,0.001
1,1:positive,2:neutral,+,0.053,*0.918,0.029
2,1:positive,2:neutral,+,0.012,*0.987,0.001
3,1:positive,1:positive,,*0.867,0.128,0.005
4,1:positive,3:negative,+,0.286,0.322,*0.392
5,1:positive,1:positive,,*0.968,0.004,0.028
6,1:positive,2:neutral,+,0.397,*0.491,0.112
7,1:positive,1:positive,,*0.989,0.008,0.003
8,1:positive,2:neutral,+,0.352,*0.622,0.026
9,1:positive,1:positive,,*0.89,0.109,0.001
10,1:positive,1:positive,,*0.965,0.005,0.03
11,1:positive,1:positive,,*0.512,0.416,0.072
12,1:positive,1:positive,,*0.919,0.079,0.002
13,1:positive,1:positive,,*0.999,0,0.001
14,1:positive,1:positive,,*0.972,0.021,0.007
15,1:positive,1:positive,,*0.98,0,0.02
16,1:positive,2:neutral,+,0.423,*0.528,0.048
17,1:positive,1:positive,,*0.738,0.003,0.259
18,1:positive,1:positive,,*0.988,0.005,0.007
19,1:positive,2:neutral,+,0.185,*0.808,0.007
20,1:positive,2:neutral,+,0.093,*0.894,0.013
21,1:positive,1:positive,,*0.975,0.023,0.002
22,1:positive,1:positive,,*0.956,0.042,0.002
23,1:positive,1:positive,,*1,0,0
24,1:positive,2:neutral,+,0.356,*0.642,0.001
25,1:positive,1:positive,,*0.972,0.025,0.003
26,1:positive,1:positive,,*0.592,0.406,0.002
27,1:positive,1:positive,,*0.691,0.031,0.278
28,1:positive,1:positive,,*0.568,0.04,0.392
29,1:positive,1:positive,,*0.663,0.299,0.038
30,1:positive,1:positive,,*0.823,0.177,0
31,1:positive,1:positive,,*0.998,0,0.001
32,1:positive,1:positive,,*0.993,0.004,0.003
33,1:positive,1:positive,,*0.851,0.126,0.023
34,1:positive,2:neutral,+,0.069,*0.924,0.007
35,1:positive,1:positive,,*0.976,0.021,0.004
36,1:positive,2:neutral,+,0.037,*0.962,0
37,1:positive,2:neutral,+,0.066,*0.906,0.028
38,1:positive,1:positive,,*0.985,0.014,0.002
39,1:positive,2:neutral,+,0.385,*0.61,0.006
40,1:positive,2:neutral,+,0.45,*0.543,0.007
41,1:positive,1:positive,,*0.94,0.059,0.001
42,1:positive,2:neutral,+,0.09,*0.837,0.073
43,1:positive,2:neutral,+,0.109,*0.871,0.02
44,1:positive,1:positive,,*0.876,0.121,0.004
45,1:positive,1:positive,,*0.519,0.461,0.019
46,1:positive,1:positive,,*0.612,0.034,0.354
47,1:positive,2:neutral,+,0.13,*0.631,0.238
48,1:positive,1:positive,,*0.658,0.34,0.001
49,1:positive,1:positive,,*1,0,0
50,1:positive,2:neutral,+,0.371,*0.58,0.049
51,1:positive,1:positive,,*0.887,0.034,0.08
52,1:positive,2:neutral,+,0.253,*0.747,0
53,1:positive,2:neutral,+,0.041,*0.918,0.041
54,1:positive,1:positive,,*0.983,0.015,0.002
55,1:positive,1:positive,,*0.616,0.378,0.006
56,1:positive,2:neutral,+,0.041,*0.951,0.008
57,1:positive,2:neutral,+,0.104,*0.816,0.08
58,1:positive,2:neutral,+,0.289,*0.7,0.011
59,1:positive,1:positive,,*0.989,0.01,0.001
60,1:positive,2:neutral,+,0.297,*0.621,0.082
61,1:positive,1:positive,,*0.961,0.031,0.008
62,1:positive,1:positive,,*0.99,0.007,0.003
63,1:positive,2:neutral,+,0.471,*0.525,0.004
64,1:positive,1:positive,,*0.922,0.07,0.008
65,1:positive,3:negative,+,0.309,0.013,*0.677
66,1:positive,2:neutral,+,0.294,*0.706,0.001
67,1:positive,1:positive,,*0.991,0.003,0.007
68,1:positive,1:positive,,*0.871,0.129,0
69,1:positive,1:positive,,*0.829,0.08,0.091
70,1:positive,1:positive,,*0.913,0.085,0.001
71,1:positive,2:neutral,+,0.465,*0.534,0
72,1:positive,1:positive,,*0.864,0.135,0.001
73,1:positive,1:positive,,*0.806,0.109,0.084
74,1:positive,2:neutral,+,0.088,*0.75,0.162
75,1:positive,1:positive,,*0.995,0.003,0.002
76,1:positive,1:positive,,*0.921,0.075,0.004
77,1:positive,1:positive,,*0.842,0.155,0.004
78,1:positive,2:neutral,+,0.047,*0.891,0.062
79,1:positive,1:positive,,*0.996,0.004,0
80,1:positive,2:neutral,+,0.277,*0.717,0.006
81,1:positive,1:positive,,*0.991,0.008,0.001
82,1:positive,1:positive,,*0.979,0.006,0.015
83,1:positive,1:positive,,*0.999,0.001,0
84,1:positive,1:positive,,*0.59,0.407,0.003
85,1:positive,1:positive,,*0.595,0.405,0
86,1:positive,1:positive,,*0.867,0.127,0.007
87,1:positive,2:neutral,+,0.484,*0.511,0.005
88,1:positive,1:positive,,*0.766,0.002,0.233
89,1:positive,1:positive,,*0.831,0.169,0
90,1:positive,1:positive,,*0.916,0.084,0
91,1:positive,1:positive,,*0.898,0.006,0.095
92,1:positive,1:positive,,*0.719,0.278,0.003
93,1:positive,1:positive,,*0.614,0.366,0.02
94,1:positive,1:positive,,*0.862,0.126,0.011
95,1:positive,1:positive,,*0.849,0.001,0.15
96,1:positive,1:positive,,*0.934,0.066,0
97,1:positive,1:positive,,*0.473,0.291,0.236
98,1:positive,1:positive,,*0.976,0.024,0
99,1:positive,3:negative,+,0.003,0.303,*0.694
100,1:positive,2:neutral,+,0.072,*0.817,0.111
101,1:positive,1:positive,,*0.992,0.008,0
102,1:positive,1:positive,,*0.992,0.001,0.007
103,1:positive,1:positive,,*0.687,0.31,0.004
104,1:positive,1:positive,,*0.926,0.051,0.023
105,1:positive,2:neutral,+,0.004,*0.953,0.043
106,1:positive,2:neutral,+,0.414,*0.555,0.031
107,1:positive,2:neutral,+,0.327,*0.53,0.143
108,1:positive,1:positive,,*0.905,0.093,0.003
109,1:positive,1:positive,,*0.558,0.44,0.001
110,1:positive,1:positive,,*0.888,0.001,0.111
111,1:positive,1:positive,,*0.967,0.031,0.002
112,1:positive,1:positive,,*0.653,0.347,0
113,1:positive,2:neutral,+,0.457,*0.543,0
114,1:positive,2:neutral,+,0.45,*0.545,0.005
115,1:positive,2:neutral,+,0.054,*0.929,0.017
116,1:positive,2:neutral,+,0.035,*0.835,0.13
117,1:positive,1:positive,,*0.757,0.243,0
118,1:positive,1:positive,,*0.728,0.231,0.041
119,1:positive,3:negative,+,0.305,0.009,*0.686
120,1:positive,2:neutral,+,0.147,*0.82,0.033
121,1:positive,1:positive,,*0.8,0.034,0.166
122,1:positive,2:neutral,+,0.032,*0.964,0.004
123,1:positive,1:positive,,*0.633,0.159,0.208
124,1:positive,1:positive,,*0.969,0.022,0.008
125,1:positive,1:positive,,*0.999,0.001,0
126,1:positive,1:positive,,*0.677,0.307,0.016
127,1:positive,1:positive,,*0.895,0.084,0.021
128,1:positive,2:neutral,+,0.058,*0.878,0.064
129,1:positive,2:neutral,+,0.151,*0.596,0.253
130,1:positive,1:positive,,*0.909,0.078,0.012
131,1:positive,1:positive,,*0.997,0.002,0.002
132,1:positive,1:positive,,*0.813,0.18,0.007
133,1:positive,1:positive,,*0.995,0.004,0.001
134,1:positive,1:positive,,*0.967,0.029,0.005
135,1:positive,1:positive,,*0.931,0.051,0.019
136,1:positive,1:positive,,*0.978,0.014,0.008
137,1:positive,1:positive,,*0.705,0.294,0
138,1:positive,1:positive,,*0.991,0.007,0.002
139,1:positive,1:positive,,*0.999,0.001,0
140,1:positive,1:positive,,*0.918,0.008,0.074
141,1:positive,1:positive,,*0.97,0.028,0.002
142,1:positive,1:positive,,*1,0,0
143,1:positive,2:neutral,+,0.295,*0.691,0.014
144,1:positive,1:positive,,*0.99,0.01,0
145,1:positive,2:neutral,+,0.155,*0.804,0.041
146,1:positive,1:positive,,*0.967,0.027,0.006
147,1:positive,1:positive,,*0.604,0.376,0.019
148,1:positive,1:positive,,*0.817,0.182,0.001
149,1:positive,1:positive,,*0.904,0.096,0
150,1:positive,1:positive,,*0.826,0.173,0.001
151,1:positive,1:positive,,*0.791,0.039,0.17
152,1:positive,1:positive,,*0.868,0.128,0.004
153,1:positive,1:positive,,*0.984,0.009,0.007
154,1:positive,1:positive,,*0.824,0.176,0.001
155,1:positive,2:neutral,+,0.045,*0.952,0.003
156,1:positive,2:neutral,+,0.14,*0.859,0.001
157,1:positive,1:positive,,*0.93,0.029,0.041
158,1:positive,2:neutral,+,0.025,*0.959,0.016
159,1:positive,2:neutral,+,0.077,*0.914,0.008
160,1:positive,1:positive,,*0.976,0.018,0.005
161,1:positive,2:neutral,+,0.327,*0.672,0.001
162,1:positive,2:neutral,+,0.132,*0.847,0.021
163,1:positive,1:positive,,*0.982,0.017,0.002
164,1:positive,1:positive,,*1,0,0
165,1:positive,1:positive,,*0.914,0.034,0.051
166,1:positive,1:positive,,*0.938,0.038,0.024
167,1:positive,1:positive,,*0.804,0.07,0.126
168,1:positive,1:positive,,*0.773,0.226,0.001
169,1:positive,1:positive,,*0.932,0.006,0.062
170,1:positive,1:positive,,*0.54,0.458,0.002
171,1:positive,2:neutral,+,0.151,*0.774,0.075
172,1:positive,1:positive,,*0.978,0.012,0.01
173,1:positive,2:neutral,+,0.254,*0.745,0.001
174,1:positive,3:negative,+,0.39,0.018,*0.592
175,1:positive,1:positive,,*0.951,0.036,0.012
176,3:negative,2:neutral,+,0.145,*0.853,0.002
177,3:negative,3:negative,,0.155,0.246,*0.6
178,3:negative,2:neutral,+,0.02,*0.526,0.454
179,3:negative,1:positive,+,*0.836,0.027,0.137
180,3:negative,2:neutral,+,0.363,*0.445,0.191
181,3:negative,3:negative,,0.002,0.042,*0.956
182,3:negative,3:negative,,0.256,0.023,*0.72
183,3:negative,3:negative,,0.022,0.267,*0.711
184,3:negative,3:negative,,0.044,0.014,*0.942
185,3:negative,3:negative,,0.073,0.158,*0.768
186,3:negative,3:negative,,0.093,0.068,*0.839
187,3:negative,2:neutral,+,0.197,*0.58,0.223
188,3:negative,2:neutral,+,0.001,*0.563,0.436
189,3:negative,2:neutral,+,0.112,*0.482,0.406
190,3:negative,3:negative,,0.033,0.338,*0.629
191,3:negative,2:neutral,+,0.066,*0.481,0.453
192,3:negative,2:neutral,+,0.238,*0.525,0.236
193,3:negative,2:neutral,+,0.087,*0.532,0.381
194,3:negative,3:negative,,0.012,0.057,*0.932
195,3:negative,3:negative,,0.036,0.05,*0.914
196,3:negative,2:neutral,+,0.011,*0.935,0.054
197,3:negative,2:neutral,+,0.002,*0.669,0.33
198,3:negative,3:negative,,0.095,0.381,*0.524
199,3:negative,3:negative,,0.002,0.138,*0.861
200,3:negative,3:negative,,0.007,0.059,*0.934
201,3:negative,3:negative,,0.116,0.357,*0.528
202,3:negative,2:neutral,+,0.234,*0.68,0.087
203,3:negative,3:negative,,0.002,0.319,*0.68
204,3:negative,3:negative,,0.095,0.005,*0.9
205,3:negative,3:negative,,0.321,0.022,*0.656
206,3:negative,3:negative,,0.02,0.016,*0.965
207,3:negative,2:neutral,+,0.024,*0.959,0.017
208,3:negative,2:neutral,+,0.023,*0.516,0.461
209,3:negative,3:negative,,0.109,0.083,*0.808
210,3:negative,1:positive,+,*0.719,0.012,0.269
211,3:negative,2:neutral,+,0.075,*0.613,0.312
212,3:negative,1:positive,+,*0.638,0.119,0.244
213,3:negative,3:negative,,0.006,0.115,*0.879
214,3:negative,2:neutral,+,0.034,*0.724,0.242
215,3:negative,2:neutral,+,0.067,*0.595,0.338
216,3:negative,2:neutral,+,0.015,*0.627,0.358
217,3:negative,2:neutral,+,0.008,*0.714,0.277
218,3:negative,3:negative,,0.012,0.176,*0.812
219,3:negative,3:negative,,0.016,0.282,*0.702
220,3:negative,2:neutral,+,0.018,*0.78,0.202
221,3:negative,2:neutral,+,0.229,*0.709,0.062
222,3:negative,3:negative,,0.219,0,*0.781
223,3:negative,3:negative,,0,0.004,*0.995
224,3:negative,3:negative,,0.005,0.2,*0.796
225,3:negative,3:negative,,0.005,0.166,*0.829
226,3:negative,2:neutral,+,0.033,*0.955,0.012
227,3:negative,3:negative,,0.246,0.101,*0.653
228,3:negative,2:neutral,+,0.002,*0.696,0.301
229,3:negative,2:neutral,+,0.046,*0.768,0.186
230,3:negative,3:negative,,0.004,0.117,*0.878
231,3:negative,2:neutral,+,0.106,*0.631,0.264
232,3:negative,3:negative,,0.259,0.033,*0.708
233,3:negative,2:neutral,+,0.043,*0.934,0.023
234,3:negative,3:negative,,0,0.488,*0.512
235,3:negative,2:neutral,+,0.009,*0.529,0.462
236,3:negative,2:neutral,+,0,*0.635,0.365
237,3:negative,2:neutral,+,0.012,*0.979,0.009
238,3:negative,2:neutral,+,0.002,*0.917,0.081
239,3:negative,1:positive,+,*0.648,0.169,0.183
240,3:negative,2:neutral,+,0.078,*0.912,0.011
241,3:negative,2:neutral,+,0.155,*0.765,0.08
242,3:negative,3:negative,,0.007,0.125,*0.868
243,3:negative,3:negative,,0.17,0.098,*0.733
244,3:negative,2:neutral,+,0.11,*0.455,0.435
245,3:negative,3:negative,,0.118,0.013,*0.869
246,3:negative,3:negative,,0.284,0.055,*0.661
247,3:negative,3:negative,,0.005,0.271,*0.724
248,3:negative,3:negative,,0.019,0.034,*0.947
249,3:negative,1:positive,+,*0.833,0.063,0.104
250,3:negative,3:negative,,0.007,0.448,*0.545
251,2:neutral,2:neutral,,0.225,*0.773,0.001
252,2:neutral,1:positive,+,*0.574,0.32,0.106
253,2:neutral,2:neutral,,0.325,*0.66,0.014
254,2:neutral,2:neutral,,0.066,*0.895,0.039
255,2:neutral,2:neutral,,0.004,*0.962,0.034
256,2:neutral,2:neutral,,0.026,*0.761,0.214
257,2:neutral,1:positive,+,*0.68,0.318,0.001
258,2:neutral,2:neutral,,0.12,*0.879,0.001
259,2:neutral,2:neutral,,0.024,*0.688,0.288
260,2:neutral,2:neutral,,0.228,*0.72,0.052
261,2:neutral,1:positive,+,*0.865,0.104,0.031
262,2:neutral,2:neutral,,0.489,*0.494,0.017
263,2:neutral,2:neutral,,0.109,*0.883,0.007
264,2:neutral,2:neutral,,0.397,*0.603,0
265,2:neutral,2:neutral,,0.311,*0.688,0.001
266,2:neutral,1:positive,+,*0.902,0.095,0.003
267,2:neutral,2:neutral,,0.032,*0.949,0.019
268,2:neutral,1:positive,+,*0.542,0.293,0.165
269,2:neutral,2:neutral,,0.092,*0.847,0.061
270,2:neutral,2:neutral,,0.111,*0.875,0.014
271,2:neutral,2:neutral,,0.076,*0.919,0.004
272,2:neutral,2:neutral,,0.122,*0.826,0.052
273,2:neutral,2:neutral,,0.296,*0.672,0.031
274,2:neutral,2:neutral,,0.078,*0.88,0.042
275,2:neutral,2:neutral,,0.008,*0.986,0.006
276,2:neutral,1:positive,+,*0.898,0.1,0.002
277,2:neutral,2:neutral,,0.052,*0.913,0.035
278,2:neutral,2:neutral,,0.009,*0.985,0.005
279,2:neutral,2:neutral,,0.05,*0.914,0.036
280,2:neutral,3:negative,+,0.001,0.402,*0.597
281,2:neutral,2:neutral,,0.06,*0.939,0.001
282,2:neutral,1:positive,+,*0.501,0.487,0.013
283,2:neutral,2:neutral,,0.071,*0.856,0.073
284,2:neutral,2:neutral,,0.023,*0.974,0.002
285,2:neutral,2:neutral,,0.144,*0.845,0.012
286,2:neutral,1:positive,+,*0.64,0.029,0.33
287,2:neutral,2:neutral,,0.017,*0.937,0.046
288,2:neutral,2:neutral,,0.146,*0.846,0.007
289,2:neutral,2:neutral,,0.027,*0.931,0.042
290,2:neutral,2:neutral,,0.004,*0.98,0.016
291,2:neutral,2:neutral,,0.01,*0.983,0.007
292,2:neutral,2:neutral,,0.045,*0.5,0.454
293,2:neutral,2:neutral,,0.039,*0.934,0.027
294,2:neutral,2:neutral,,0.014,*0.931,0.055
295,2:neutral,2:neutral,,0.141,*0.849,0.01
296,2:neutral,2:neutral,,0.037,*0.961,0.003
297,2:neutral,2:neutral,,0.042,*0.957,0.001
298,2:neutral,3:negative,+,0.011,0.164,*0.825
299,2:neutral,2:neutral,,0.009,*0.575,0.416
300,2:neutral,2:neutral,,0.111,*0.617,0.273
301,2:neutral,2:neutral,,0.032,*0.96,0.008
302,2:neutral,2:neutral,,0.143,*0.821,0.037
303,2:neutral,2:neutral,,0.002,*0.573,0.425
304,2:neutral,2:neutral,,0.156,*0.78,0.064
305,2:neutral,2:neutral,,0.016,*0.89,0.094
306,2:neutral,2:neutral,,0.33,*0.602,0.068
307,2:neutral,2:neutral,,0.02,*0.976,0.003
308,2:neutral,2:neutral,,0.023,*0.96,0.017
309,2:neutral,2:neutral,,0.067,*0.878,0.054
310,2:neutral,2:neutral,,0.227,*0.587,0.187
311,2:neutral,2:neutral,,0.203,*0.714,0.083
312,2:neutral,2:neutral,,0.016,*0.979,0.006
313,2:neutral,2:neutral,,0.004,*0.786,0.21
314,2:neutral,2:neutral,,0.03,*0.734,0.236
315,2:neutral,2:neutral,,0.03,*0.868,0.102
316,2:neutral,2:neutral,,0.119,*0.854,0.027
317,2:neutral,1:positive,+,*0.546,0.444,0.01
