content,Class,cluster
'@PatWGR If they are still looking for a Center, they may want to inquire about Sam Gagner.  Edmonton needs D.',neutral,cluster1
'Enjoyed the FLOTUS today in FL! @MichelleObama u r BRILLIANT...simply put! Glad I voted Saturday #Obama2012 #DUVAL http://t.co/0Szz0XM7',positive,cluster3
'tonight\'s Never Mind The Buzzcocks has the hilarious NOEL FIELDING again :) can\'t wait to download it tomorrow',positive,cluster10
'Top TEN strikers who are on the Premier League\'s January wishlist http://t.co/BBN99w2D via @FootballFanCast',neutral,cluster8
'Police surgery Fri for #Penygraig residents at the Boys&Girls Club  9am 11am, pop along and meet your local officer http://t.co/PvO8uA62 #MD',neutral,cluster5
'Would you LIKE to see cornerback Champ Bailey play in his twelfth Pro Bowl this January?  2013 Pro Bowl voting... http://t.co/znA416fc',neutral,cluster1
'Taking a litre of fizzy, flavoured water to bed tonight, Super Sunday is gonna result in a mouth like Ghandi\'s flip flop! #gacky #rank #beer',neutral,cluster3
'Cant wait to see \\\"\"Flight\\\"\" on Saturday, Denzel is one of the best actors in the world alongside Leo and De Niro',positive,cluster10
'@ben_higham we put a 2nd team out and get beat and you go #Rafa ... Behave Ben !! You sound like a wool calling for Rafa',neutral,cluster10
'@CaitRob89 Going to the Mizzou game on Saturday! Here with Kaleb\'s family. What are you doing here?',neutral,cluster1
'Now y\'all know all that Halloween candy is gonna be on clearance tomorrow...you can save it for Valentine\'s day :)',positive,cluster2
'City game at the Ravens stadium Saturday at noon 10 dollars to get in i will be there who else going?',neutral,cluster8
'@SemiProJoe @SaraWoof looks like it\'s coming on Valentine\'s Day. I liked the 4th, I think 5 will be just as good. He\'s in Russia this time.',positive,cluster10
'@pa9o9 Nov 25 at the San Siro. I pray we would\'ve gotten back our rhythm before then or we\'ll get embarrased.',neutral,cluster5
'3000th tweet dedicated to Andy Carroll and West Ham, brilliant start to the season, now continue it with wigan on saturday!',positive,cluster8
'Aston Villa line up January bid for Danish midfielder: Aston Villa are reportedly monitoring the availability of... http://t.co/uwDNR87w',neutral,cluster8
'PHOTOS: Rihanna Crowned Carnaval Queen: Pop superstar visited the Greystone Manor Supperclub Wednesday night and was... http://t.co/lWRQCH1I',neutral,cluster9
'@ElyTheEthiopian 13th. There is no Android device worth buying outside of the Nexus line, in my opinion. Especially not the Galaxy S line',negative,cluster5
'@BullandFox As a point, Flacco had a 0.3 QBR last Sunday. Even vet QB had a bad day.',negative,cluster1
'@manubiebz yeah I saw them open for Taylor Swift in march. They were awesome! Is Cher just like a fucking bitch on stage?',negative,cluster10
'Going to the Georgetown game on Friday! #imwearingblue #istillloveeastview',positive,cluster10
'Sophia Grace and Rosie: we know one of your songs!! the sun comes down NA NA NA NA @TomTheWanted http://t.co/eyykN7iF',positive,cluster7
'Come out and have some laughs with Me, Spartacus, and Max at Caroline\'s Comedy Club this Wednesday October 24th!... http://t.co/byrH1xy8',positive,cluster6
'@dubstephh_ down to blaze with Joe and I tomorrow?',neutral,cluster6
'My Sis won tickets for the Jonas Brothers concert @ Fort Canning on Monday....',positive,cluster2
'Fuck you, band that covered it on Friday night, and fuck you Ricky Martin for existing in the first place you big jerk.',negative,cluster10
'At a live basketball fantasy draft...sort of. I got the 7th pick. got Melo, Monta Ellis, Iguodala and Ibaka so far',neutral,cluster1
'@Beystanfolife2 Yea I say, mid January for a new single. Right in time for the superbowl& video at the end of January leading into SuperBowl',neutral,cluster10
'5th floor Paterno with @Nessa_Sassy @NellyBeee_ @frecklejuice93...promise we\'re going to be productive from now on.',neutral,cluster6
'February 12th is a nice time to release it. Its the week of the Grammys too. Albums \\\"\"sell\\\"\" that week.',positive,cluster10
'The Landlord from Will Ferrell.avi http://t.co/9kOvDJ4J via @youtube  This will cure the Monday blues. Funny funny shit',positive,cluster4
'Cofield should have hopped off the DM sticks after his 3rd year. Niggas was tired of him lol',negative,cluster10
'You\'d think after not replying to the 3rd text the Twat face would get that I fucking hate him.',negative,cluster10
'Watching \\\"\"The Vow\\\"\" for the 1st TIME! I <3 it! Already cried 3 times!',positive,cluster10
'@PaulCJoe @InsideTheLeague We are actually playing on Saturday, January 19 - the week prior to the Senior Bowl.',neutral,cluster10
'Finally in bed. Such a long day, but so much was accomplished. Athens tomorrow!!',positive,cluster10
'@Tylerkhounthy why there so much easier I\'m pretty sure tomorrow is the Cupid shuffle tho ... I hate that',negative,cluster10
'For the French fan of @RobLowe The tvmovie : Drew Peterson : untouchable Will be broadcasted Thusday 16 October at 2:55 PM on #TF1 !',neutral,cluster3
'So I asked a diehard FSU fan about the game against Dook on Sat & they are kinda worried about Coach Cut & his Coastal division leading team',neutral,cluster1
'If you built ford tough or built like Ray Lewis on a Sunday in full pads, take yo ass somewhere and get some sweat pants or baggy jeans.',neutral,cluster9
'The Vow! Love this movie. If you are meant to be with your loved one it will happen no matter what obstacles you may face! #truelove #exists',positive,cluster10
'My Thursday nights arent the same without Waterloo Road',neutral,cluster6
'New Jeremy Kyle starts Monday, you bitch I\'m back to school then!!',neutral,cluster10
'Pentagon open to more than just #Blackberry?  iOS and Android may make an appearance. http://t.co/qUaLO020',neutral,cluster5
'I think it got eaten by a grue.- PC Friday - Diablo III (PTR Patch 1.05) | http://t.co/le1ay7ff: http://t.co/n3tpZamP',neutral,cluster5
'Perfect weather to finish a great week.Saw Noel Fielding\'s show Thursday at the Ath. Meeting him would have made the week perfect!',positive,cluster10
'Mohamed Nasheed\'s Press brief about CONI report - 31 Aug 2012 http://t.co/fky9cA6d via @youtube',neutral,cluster5
'A Leonard Cohen and Jeff Buckley album just in time for black friday? #buymethat',neutral,cluster6
'@muse, @russellhoward AND @kylieminogue all on The Jonathan Ross show tonight = Terrif sat night in! Well done @wossy. #Toofunny',positive,cluster10
'@dasme I have a couple, of Jets games, but they\'re from the end of the season. wish i\'d kept more of dec. also, i have the Sam Gagner game.',neutral,cluster1
'ALL ABOARD... 1st flight to Hong Kong then off to the UK from there.. #Tweet_Yah_Later',neutral,cluster4
'registering for my ACT\'s and SAT\'s at the last minute -____- I am so tired',negative,cluster3
'Looks like Rooney, RVP, Rio, Evra, Giggs and Young will all be rested tomorrow. Expecting a few of the youngsters to feature. #MUFC',neutral,cluster8
'I love the \\\"\"on time\\\"\" part=> @EW: Axl Rose shows up on time, gives Jimmy Kimmel 1st live TV interview in 20 years http://t.co/fhUvLtlj',positive,cluster8
'Nothing like watching the Vow on a Friday night. Cheers to cancelled plans and sickness',positive,cluster10
'Big day tomorrow. It\'s donut Friday, @jarsuperstar is buying.  First day of practice and Mitt\'s rally.',positive,cluster10
'Can\'t wait to see \'Flight\' with DENZEL WASHINGTON on tomorrow! Bam!  ;-)',positive,cluster10
'Tomorrow, the biggest name in music & entertainment is on the show! And no it\'s not Ricky Martin. Who is it? Click - http://t.co/RJgsDgjQ',positive,cluster7
'Mizzou beats Kentucky 2-1! Tigers advance to face top-seed Florida in the semis on Friday at 6:30 p.m.',positive,cluster1
'Did anyone read the NYT interview with Egyptian president Mohamed Morsi on Saturday? Good read: http://t.co/8FpjSKPJ',positive,cluster8
'For any of those who went to see the Dancing On Ice tour this year the DVD of the tour comes out November 26th 2012 http://t.co/x9RATLTb',neutral,cluster6
'Anyone wanna tell me why us trending says Bon jovi performed at the Grammys. Aren\'t they in feb?',neutral,cluster2
'The Grey huhuhuhu #FuckingAwesome #BTWFTR 670 i\'m going to sleep i need it tomorrow i\'ve to work',positive,cluster10
'February 13th; Desperation Day, it\'s a thing',neutral,cluster2
'Watchin Step Up <3 the 1st one is the best with Channing Tatum as the main guy >>>',positive,cluster7
'Just found out about the @theatreeagles production of Dickens performs A Christmas Carol, surely a must this December. http://t.co/mEhqFeCX',neutral,cluster2
'Just cus it\'s Friday here are 62 reasons why Bill Murray is awesome http://t.co/e78cx5hQ',positive,cluster7
'My photos up at Photoplus and the Olympus booth. Come out and say hello! Ill be here till Saturday. http://t.co/iIAxfJn3',neutral,cluster10
'@creativetimes Eleanor, that\'s cool, it would be great to see your pastel art. ;) Link to the painting I did on Monday http://t.co/8puSNbaN',positive,cluster9
'Crazy how sports econpmics have changed. Larry Bird\'s rookie deal was 5 yrs, $3.25 M total. 6th pick Damian Lillard will make $3 M this YR.',neutral,cluster4
'What if the world could vote on Nov 6? France leads the Obama camp, including Britain, Peru, Turkey, India among others http://t.co/kRSHL37r',neutral,cluster3
'People should stay after school tomorrow to help the NHS.. We will be watching \\\"\"The Woman In Black\\\"\"',neutral,cluster10
'So Kendrick Lamar 1st week projected sales iz 242k. That\'s wassup for an artist different from the norm to do those kind of numbers.',neutral,cluster1
'Signing Day this Friday for FDAHS. hate the school but I love my senior class, we be on.',neutral,cluster10
'Thanks, Dave! Great show tonight.  Sorry, Craig. I\'ve got to get to bed. I\'ll catch you tomorrow. @Late_Show  David Letterman',positive,cluster10
'LMFAOASDFGHJKLOMG. i just saw a picture of Jenelle from the 1st day of school in 5th grade.. damn that nigga changed.',negative,cluster10
'@happinessjean Jean, tomorrow is Free KISSING Day! :) Nothing. Just wanna tell you that',positive,cluster10
'Amazon has deals on Home Theater items on during the countdown to Black Friday. http://t.co/u84VkEEo',neutral,cluster5
'@alexrubens Ever since Uncharted 3 and Mass Effect 3, I\'ve been weary of third games. Then again this is technically the 5th. Can\'t wait!',positive,cluster4
'Friday is the last day to early vote in Maryland. I\'m4Q6. Please join me and vote FOR Question 6. #VoteFor6',neutral,cluster10
'I\'ve just noticed that @thatalexday reminds me of noel fielding a little bit. I think it may be their strangely wonderful dress sense :)',positive,cluster10
'Seriously all of you people are dumb saying that all of the schools in CNY are going to be closed tomorrow...',negative,cluster5
'Got a great piece for you History buffs Friday morning, a game between Schalke & Bayern that marked the end of Germany\'s greatest ever side.',positive,cluster6
'@CryerRovers Any truth in this interview with Harry Redknapp tomorrow?',neutral,cluster4
'Al Pacino to play Joe Paterno in biopic..this is going to be his 2nd film where he says \\\"\"Say hello to my little friend\\\"\" -@sethmeyers21',neutral,cluster6
'So This Saturday, Fort Canning with sweetheart(: okay can! Yay!!',positive,cluster2
'Just finished watching \\\"\"The Vow\\\"\" for the 5th time.',neutral,cluster10
'I\'m determined to watch The Vow tomorrow, I still haven\'t seen it!',neutral,cluster10
'@BethFishReads Do you have chocolate? Sunday is National Chocolate Day.',neutral,cluster2
'tomorrow i\'m scheduled to put up the Xmas decorations.even on Phil holidays,i still can\'t get my much needed sleep #24hrsaintenough',negative,cluster10
'When the boys pre-recorded their performance of Little Things for the X Factor UK on Sunday, Eleanor was in the audience. #1DNews',neutral,cluster10
'@NeilHarmanTimes Just noticed you using the Spanish abbreviation \\\"\"NO sure\\\"\", no? Think you\'re missing Rafa, mon brave',negative,cluster3
'Have to say I think Jason & Taylor may have been robbed by the married duo tonight of Blake & Miranda...',negative,cluster7
'Have you ever forgotten to get a Valentine\'s present? Your chance at Feb 17 #bonjovi tix coming up! @benandkerryshow',neutral,cluster2
'2nd night Parker has been on it ..boy oh boy',negative,cluster10
'Controversy aside, the 2 games shown on TV for Super Sunday were great spectacles. #BestLeagueInTheWorld',positive,cluster8
'[PAGASA] 6:39AM Intermittent light to occasionally moderate rains over southern portions of Negros, Cebu & Bohol may persist for the next...',neutral,cluster3
'APPLICATIONS ARE DUE THIS FRIDAY NOVEMBER 2!!!    Let this video of YES PREP Senior Signing Day inspire you as... http://t.co/h5Jg0l4e',positive,cluster10
'Apple CEO apologizes for error-ridden new map app: Apple CEO Tim Cook apologized Friday for the co... http://t.co/Zo2WFDko #coreformulas',neutral,cluster5
'Jimmy Kimmel Live - Axl Rose, Part 1: Part 1 of Jimmy Kimmel\'s interview with Axl Rose.Added: Thu Oct 25 11:02:2... http://t.co/u2bDsf5k',neutral,cluster8
'Watch live Queen of the South vs Edinburgh Cit http://t.co/LnBnANAn',neutral,cluster6
'I\'m listening to the a capellas of The 2nd Law and appreciating how bad ass Bellamy is. Not that I didn\'t already know from his other albums',negative,cluster10
'If you are a family member, friend, or fan of Austin Rivers you may want to unfollow me. This is about to get ugly.',negative,cluster1
'Sophia Grace and Rosie look back at highlights from their long singing career (it\'s their 1st anniversary on... http://t.co/qAv6jgKN',neutral,cluster5
'Happy Valentines Day <3 !!.....yes, in Brazil, it is celebrated on June 12. Your mind = blown !',positive,cluster2
