@relation '6HumanCoded Dataset'

@attribute content string
@attribute pos numeric
@attribute neg numeric
@attribute Class {positive,neutral,mixed,negative}

@data
'It\'s \"From Yesterday\" by 30 seconds to Mars',2,1,positive
'this video is boring',1,3,negative
'also, does this video make the showwx look brighter, darker, or the same as in real life?',1,1,neutral
'I love O Fortuna, its such an epic peice of poetry. I am gonna use it as a trailer for one my videos. I\'m not trying to advertise my channel either. I\'m just saying how cool this song is. I first heard it on Son of Jackass. I thought the way they used it was halarious XD',4,1,positive
'oh man!..... batista and undertaker are two of my favorite wrestlers!!!!',3,1,positive
'gracias por subirla..hace tiempo la andaba buscando...pa primera vez q la vi fue hace un a?o en estados unidos y por desgracia fue en hallowen...estaba q me cagaba el 30 de octubre para salir al desfile de disfraces...pero esta perra esta pelicula..pinche ni?o asesino..',1,1,neutral
'omg, she is so dumb.',1,4,negative
'Thank you for this beautiful song. Rest in Peace Monsieur Brel.',3,1,positive
'@WhoYouCantSee SWIM has had long lasting residual effects with DMT....... people need to face it, no mind altering drug is ever going to be good for you, however there many people who can put their mind under continual abuse via psychedelics and be fine,',2,2,mixed
'i was talking about p2p genius. have you seen all the famous pkers they train range up first? range of ish,kids ranqe etc? then they get melee stats.',2,2,mixed
'Glad that 10cc, Suzi Quatro, The Sweet, and Wizzard are coming up soon - the major Glam rock bands than Gary Glitter!',2,2,mixed
'I saw this tour in Boston and I swear the beginning of Stand Back was different. It was a sound a wave that started out soft and no one knew what song was coming till it got louder and louder and then the synths kicked in. Does anyone else remember this? No-I wasn\'t high!',2,2,mixed
'Awesome, I needed a guide on this achievement.',3,1,positive
'lol haha and then the double back and they wont even be able to do it',2,2,mixed
'Baddest assed beat ever heard.. Kinda like that Young Jeezy beat...',3,2,positive
'@KFCNYUKAA lulz.',1,1,neutral
'only one lyric I\'m not sure about that may be wrong due to watching his live performances change in brackets [ ]:You\'re my bad habit babyYou\'re myYou\'re taking my souldown to the level [O]',1,2,negative
'1:00 i eat grilled cheeses with a sliced pickle also , i love the contrastin flavor of the dill pickle taste and the crispness of it against the softy gooey and somewhat sweet melted cheese and buttery toasted bread',3,1,positive
'I absolutely love this Apron! I think I\'ll make a couple for my Great-Granddaughters for Christmas. Thanks a bunch!',4,1,positive
': )',3,1,positive
'I like how you\'re not sponsored. Keep it real. Looking forward to what you have to offer!',3,1,positive
'how long will it last before you do it again?',2,2,mixed
'my call outLondonTeyonaAllisonCeliaNatalieSandraThaliaCourtneyNijahJessica FoEliminated - Aminat',1,1,neutral
'wow, my mind is completely blown. i would give anything to draw like that! :D',4,1,positive
'you are absolutely correct !!',3,2,positive
'sooo cute....! i am totally doing this',4,1,positive
'I love how you can hear people in the audience singing \"Cherry blossom girl\"They sound beautiful live!',4,1,positive
'@NuraHawk It wasnt that hard! :)',2,2,mixed
'...and what if the world is really depressing? God didnt heal you? You are speaking to thousands of people and they are listening !!! Spiritually you hang on to Jesus like you never have before. This IS healed !!! You have to hold on to this truth- Jesus died for you when the world didnt care. Onward Christian !!! remember your love for Christ? Shine before the world !!!',4,2,positive
'Oh, yeah I subscribed and marked this as my favorite.',3,1,positive
'Is this crazy Macadoodle Fife?',1,1,neutral
'godbless alex jones and dr scott whitaker',2,2,mixed
'I\'d fucking kick the living shit out of the driver after the race............... Track him down and pound him down relentlessly..................... Go to his house and fuck his wife.',1,5,negative
'Genies in bottles, toothpaste in tubes.... Is it too much to ask, that these \"highly educated\" people we elect to office can clearly literate their ideas, take responsibility and solve problems? oh wait......yes it is. People who once held these same positions 50 years ago, thought marijuana caused Blacks and Mexicans to rape white women, that \"reefer madness\" was real.How long can an oligarchy monkey fuck the truth and we stand around and take it? SPEAK OUT!',1,5,negative
'BEST EVER!!!!!!!!!!!!!!!!!!!!!!!!!!',5,1,positive
'I love this look! Thanks for the vid!',4,1,positive
'haha well said',2,1,positive
'booty bag?',1,1,neutral
'LOL cool vid, I\'VE BEEN THERE!!!!! XD u guys seem really cool!',4,1,positive
'i\"m a big fan of the wall and i will tell all of you why the wall is all of me and avrey time i see the wall movey or here th cd and i just get the feling of that i belong to the wall.',3,1,positive
'Oh, Wonder boy is upset!',1,2,negative
'si asi como pelea culea puta madre',1,1,neutral
'My daughter is 1/2 Khmer/Cambodian and she loves this song. She is 3 and loves to dance to it. Too bad her grandfather (Nay Koy) is an azzhole lol.',3,2,positive
'Sounds like am saturday lol',2,1,positive
'if a man talk about another man when that man aint present that man dont listen.thats true shit',1,3,negative
'...Maybe they could get Aaron for Ling?',1,1,neutral
'Hee Hee! at 0:03... I see THUMB!Wonderful return bC2! This piece is *so* quirky-cool... sort of a classical-jazz audio-dada-ist set of flavors to it... I think.It\'s amazing to me how well what you play fits, yet is so distinctly YOU... such versatility!',4,1,positive
'@7PietroNe1 ',3,1,positive
'Thanks Yeadon',3,1,positive
'I love your vids, keep em coming! Its really great for guys like me who can\'t get get the game right now! :)',4,2,positive
'I wana a pet pot belly piggy!',2,2,mixed
'Every track on this CD is a masterpiece. Gould playing of Gibbons and Byrd is the equal of his Bach playing. The Sweelinck is also great.',4,1,positive
'I was refering to people like \"charlesischuck \" who obviously thinks he\'s a present day Einstein.',1,2,negative
'Thankyou for doing this :)',3,1,positive
'@SounzNice Where is that specified in the bible?',1,1,neutral
'Nice, I like this piece. Brings back memories. (what little I have) I kinda wish I was there',3,2,positive
'@MatthiasVargas not really. while it is true in the NC case, as there are directly contradicting laws, in the case of banning christianity for example, it says, congress shall make no law, and not that such law could not be made by a state. so a state law',2,2,mixed
'how much did it cost you guys to build that??? cuz i would buy one 4 sure.',3,1,positive
'cat fight at 5:30',1,1,neutral
'Subhanallah, Love This So Much',3,1,positive
Great,3,1,positive
'batgammon black????????',1,2,negative
'I tuned my greenwood and it blew up. Not whilst tuning, I mean when I got back to Ganton, some guy jacked it so I kept shooting him and the car blew up.',1,3,negative
'That was a deffo win for the boy in blue. He was robbed.',2,2,mixed
'you are completely right',2,1,positive
'Thanks , looks easy but effective.....',2,1,positive
'Fantastic! I love Jack Lemmon!! Thanks so much for uploading this.',4,1,positive
'@AnneWorld no it dosent, it messes up the bow though >.> like i snapped almost all the hairs on mine.... but you can get some amazing sounds with some creativity and a wah ;D',3,2,positive
'@Nintendomanwill Of course that wasn\'t an experienced audience, his traditional seminar ended before this lecture, probably it should be for undergraduate students, but even today confusion between public and private are common due to keynes, it is necess',1,2,negative
'hey mk pur3...FUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUCK YOU',1,5,negative
'Excellent video! It does a great job of promoting the Capital District and all of its assets to high technology.',4,1,positive
'@kblank18 I agree. Man, I remember it putting the hurt on charizard o_o. I always loved that pokemon because it was so powerful. ',3,2,positive
'Cool pack....can it fit on the JUMBO VERSIPACK?',2,1,positive
'lol, the sioux deserved this win reason is because they basically outplay every team and mario lamourauex would have kicked marvins ass, mario has been in so many fights lol st cloud wont go very far with poor defense and sioux defense #3 in the country YA YA!!!!',3,2,positive
'love this song man. im a huge stoopid fan. are you from san diego by any chance? i got a waffle perc too, amazing hit.',3,2,positive
'If you can meet naughty women benaughtyman.info',1,1,neutral
'Aston <3 iluu xxx',3,1,positive
'Ugly Organ is by far their best.',3,1,positive
'here\'s a site ya all will love video2mp3(dot)net you can convert youtube videos to mp3s for free without downloading any programs and you can get the music that you want all the time',2,1,positive
'My dad uses Sta-Sound for his dog. She was shot as a 3 year old and had a bad limp ever since. After 5 days of use, she no longer limps and can run again.',2,2,mixed
'that was awesome',4,1,positive
'Thanks for the helpful video, but do you know how to make them run?',3,1,positive
'bling 989 i hope your not talkin about this song if you are listen a little closer brother peace.',2,2,mixed
'Excelente el video... me fascina...gracias',3,1,positive
'wow this is a good lecture. Sorry for the facetiousness.',3,2,positive
'rong send ung isa kong comment sentido kumon pre!! ^^',1,1,neutral
'its gonna end up being a draw. i wanna be a vintage wrestler, lol.',2,2,mixed
'Einstein believed in God, you doubt his existance, its obious that you\'re being foolish right now.',1,3,negative
'i am so turned on right now i\'m going to explode. thank you for this video. 8-]```',4,1,positive
'I never saw anybody working that fast at the boat school.',2,2,mixed
'Troi, ban khen thiet hay gia bo vay? Muon cam on ban lam nhung khong biet ban khen that hay khen deu.',1,1,neutral
